,precision,recall,f1-score,support
0,1.0,0.010050251256281407,0.01990049751243781,199.0
1,0.6666666666666666,0.06557377049180328,0.11940298507462688,122.0
2,0.45794392523364486,0.2552083333333333,0.32775919732441466,192.0
3,0.4166666666666667,0.09900990099009901,0.16,101.0
4,0.3142857142857143,0.26506024096385544,0.28758169934640526,83.0
5,0.2807017543859649,0.4933920704845815,0.3578274760383386,227.0
6,0.09333333333333334,0.125,0.1068702290076336,168.0
7,0.49206349206349204,0.30097087378640774,0.3734939759036145,103.0
8,0.75,0.03529411764705882,0.06741573033707865,85.0
9,0.49624060150375937,0.5409836065573771,0.5176470588235293,122.0
10,0.7606382978723404,0.5257352941176471,0.6217391304347827,272.0
11,0.4583333333333333,0.43258426966292135,0.44508670520231214,178.0
12,0.6451612903225806,0.36231884057971014,0.46403712296983757,276.0
13,0.4,0.044444444444444446,0.07999999999999999,90.0
14,0.4375,0.1337579617834395,0.20487804878048782,157.0
15,0.45652173913043476,0.7567567567567568,0.5694915254237288,111.0
16,0.5761904761904761,0.41724137931034483,0.484,290.0
17,0.4,0.04524886877828054,0.08130081300813008,221.0
18,0.42574257425742573,0.23118279569892472,0.29965156794425085,186.0
19,0.7252747252747253,0.27049180327868855,0.3940298507462687,244.0
20,0.35714285714285715,0.36231884057971014,0.3597122302158273,138.0
21,0.22580645161290322,0.1099476439790576,0.147887323943662,191.0
22,0.75,0.01507537688442211,0.02955665024630542,199.0
23,0.11926605504587157,0.2765957446808511,0.16666666666666669,141.0
24,0.3559322033898305,0.35795454545454547,0.35694050991501414,176.0
25,0.26666666666666666,0.12903225806451613,0.17391304347826086,155.0
26,0.5,0.09375,0.15789473684210525,64.0
27,0.5426008968609866,0.4745098039215686,0.506276150627615,255.0
28,0.26666666666666666,0.05228758169934641,0.08743169398907104,153.0
29,0.7335766423357665,0.7282608695652174,0.730909090909091,276.0
30,0.38181818181818183,0.18340611353711792,0.24778761061946902,229.0
31,0.8333333333333334,0.7117437722419929,0.7677543186180423,281.0
32,0.037037037037037035,0.08,0.05063291139240506,25.0
33,0.6285714285714286,0.6984126984126984,0.6616541353383458,63.0
34,0.47368421052631576,0.06382978723404255,0.11249999999999998,141.0
35,0.46715328467153283,0.3615819209039548,0.4076433121019108,177.0
36,0.4444444444444444,0.06201550387596899,0.10884353741496598,129.0
37,0.0,0.0,0.0,57.0
38,0.2857142857142857,0.018433179723502304,0.03463203463203463,217.0
39,0.660377358490566,0.1891891891891892,0.29411764705882354,185.0
40,0.6222222222222222,0.64,0.6309859154929577,350.0
41,0.16216216216216217,0.2,0.1791044776119403,120.0
42,0.375,0.21212121212121213,0.27096774193548384,99.0
43,0.8040816326530612,0.7060931899641577,0.7519083969465649,279.0
44,0.22448979591836735,0.2894736842105263,0.2528735632183908,76.0
45,0.25,0.07407407407407407,0.11428571428571428,81.0
46,0.4,0.034482758620689655,0.06349206349206349,116.0
47,0.5,0.008264462809917356,0.016260162601626018,121.0
48,0.625,0.078125,0.1388888888888889,64.0
49,0.044642857142857144,0.20833333333333334,0.07352941176470588,48.0
50,0.6944444444444444,0.22727272727272727,0.3424657534246575,110.0
51,0.5796460176991151,0.5282258064516129,0.5527426160337553,248.0
52,0.47107438016528924,0.3958333333333333,0.43018867924528303,144.0
53,0.3076923076923077,0.05970149253731343,0.09999999999999999,67.0
54,0.75,0.05555555555555555,0.10344827586206895,108.0
55,0.09375,0.04477611940298507,0.06060606060606061,134.0
56,0.41566265060240964,0.4928571428571429,0.4509803921568627,140.0
57,0.4634146341463415,0.18095238095238095,0.26027397260273977,105.0
58,0.6896551724137931,0.4098360655737705,0.5141388174807198,244.0
59,0.38140417457305503,0.7472118959107806,0.5050251256281407,269.0
60,0.0,0.0,0.0,53.0
61,0.4444444444444444,0.21621621621621623,0.2909090909090909,111.0
62,0.7134502923976608,0.3765432098765432,0.4929292929292929,324.0
63,0.45652173913043476,0.375,0.41176470588235287,112.0
64,0.2926829268292683,0.06091370558375635,0.10084033613445378,197.0
65,0.17191977077363896,0.5660377358490566,0.2637362637362637,106.0
66,0.12280701754385964,0.10852713178294573,0.11522633744855967,129.0
67,0.5056179775280899,0.18518518518518517,0.2710843373493975,243.0
68,0.5147058823529411,0.45454545454545453,0.4827586206896551,154.0
69,0.21893491124260356,0.25,0.2334384858044164,148.0
70,0.2621951219512195,0.3208955223880597,0.28859060402684567,134.0
71,0.18604651162790697,0.3595505617977528,0.24521072796934865,89.0
72,0.29646017699115046,0.27235772357723576,0.28389830508474573,246.0
73,0.18181818181818182,0.0625,0.09302325581395349,32.0
74,0.3333333333333333,0.14028776978417265,0.19746835443037974,278.0
75,0.8148148148148148,0.08527131782945736,0.15438596491228068,258.0
76,0.5,0.4219409282700422,0.4576659038901602,237.0
77,0.25,0.022988505747126436,0.04210526315789474,87.0
78,0.40823970037453183,0.5706806282722513,0.4759825327510917,191.0
79,0.12171052631578948,0.3274336283185841,0.1774580335731415,113.0
80,0.5245901639344263,0.17777777777777778,0.26556016597510373,180.0
81,0.7132352941176471,0.4429223744292237,0.5464788732394366,219.0
82,0.5230769230769231,0.2677165354330709,0.3541666666666667,127.0
83,0.0,0.0,0.0,80.0
84,0.5454545454545454,0.12096774193548387,0.19801980198019803,248.0
85,0.15384615384615385,0.034482758620689655,0.056338028169014086,58.0
86,0.08256880733944955,0.11538461538461539,0.0962566844919786,78.0
87,0.0,0.0,0.0,43.0
88,0.3333333333333333,0.008695652173913044,0.01694915254237288,115.0
89,0.6428571428571429,0.37850467289719625,0.4764705882352941,214.0
90,0.6260869565217392,0.2823529411764706,0.3891891891891892,255.0
91,0.47619047619047616,0.145985401459854,0.22346368715083798,137.0
92,0.228310502283105,0.26455026455026454,0.24509803921568626,189.0
93,0.5961538461538461,0.22142857142857142,0.3229166666666667,280.0
94,0.6008403361344538,0.55,0.5742971887550201,260.0
95,0.5708502024291497,0.5465116279069767,0.5584158415841585,258.0
96,0.5,0.04132231404958678,0.07633587786259542,121.0
97,0.32,0.08421052631578947,0.13333333333333333,95.0
98,0.4264705882352941,0.24369747899159663,0.31016042780748665,119.0
99,0.16666666666666666,0.08108108108108109,0.1090909090909091,74.0
100,0.3707865168539326,0.532258064516129,0.4370860927152318,310.0
101,0.2702702702702703,0.16666666666666666,0.20618556701030927,60.0
102,0.5714285714285714,0.2222222222222222,0.32,144.0
103,0.5597014925373134,0.46439628482972134,0.5076142131979695,323.0
104,0.5757575757575758,0.12418300653594772,0.20430107526881722,153.0
105,0.6571428571428571,0.1554054054054054,0.25136612021857924,148.0
106,0.6,0.11475409836065574,0.1926605504587156,183.0
107,0.40893470790378006,0.5063829787234042,0.45247148288973377,235.0
108,0.6759776536312849,0.4689922480620155,0.5537757437070939,258.0
109,0.5294117647058824,0.05660377358490566,0.10227272727272728,159.0
110,0.21428571428571427,0.03333333333333333,0.057692307692307696,90.0
111,0.2857142857142857,0.012048192771084338,0.023121387283236997,166.0
112,0.08761904761904762,0.2081447963800905,0.12332439678284184,221.0
113,0.7340425531914894,0.38764044943820225,0.5073529411764706,178.0
114,0.6538461538461539,0.1878453038674033,0.2918454935622318,181.0
115,0.11822660098522167,0.17518248175182483,0.1411764705882353,137.0
116,0.25806451612903225,0.07142857142857142,0.1118881118881119,112.0
117,0.2878787878787879,0.1557377049180328,0.2021276595744681,122.0
118,0.21951219512195122,0.03543307086614173,0.06101694915254237,254.0
119,0.0811965811965812,0.08016877637130802,0.08067940552016986,237.0
120,0.7452471482889734,0.6222222222222222,0.6782006920415224,315.0
121,0.34615384615384615,0.1875,0.24324324324324323,48.0
122,0.6129032258064516,0.1484375,0.23899371069182387,128.0
123,0.20235756385068762,0.5364583333333334,0.29386590584878747,192.0
124,0.7843137254901961,0.6153846153846154,0.6896551724137931,260.0
125,0.2337962962962963,0.7062937062937062,0.351304347826087,286.0
126,0.4120603015075377,0.43386243386243384,0.422680412371134,189.0
127,0.4444444444444444,0.21333333333333335,0.2882882882882883,75.0
128,0.4444444444444444,0.0392156862745098,0.07207207207207207,102.0
129,0.3492063492063492,0.13664596273291926,0.19642857142857142,161.0
130,0.2631578947368421,0.10050251256281408,0.14545454545454548,199.0
131,0.23529411764705882,0.1509433962264151,0.1839080459770115,53.0
132,0.46875,0.12096774193548387,0.1923076923076923,124.0
133,0.6666666666666666,0.018779342723004695,0.0365296803652968,213.0
134,0.2676056338028169,0.1958762886597938,0.2261904761904762,97.0
135,0.2702702702702703,0.16326530612244897,0.20356234096692113,245.0
136,0.35714285714285715,0.1282051282051282,0.18867924528301885,39.0
137,0.28,0.11666666666666667,0.16470588235294117,120.0
138,0.5,0.20437956204379562,0.2901554404145078,137.0
139,0.1419141914191419,0.23626373626373626,0.177319587628866,182.0
140,0.32054794520547947,0.5909090909090909,0.41563055062166965,198.0
141,0.18666666666666668,0.06060606060606061,0.0915032679738562,231.0
142,0.8333333333333334,0.03225806451612903,0.062111801242236024,155.0
143,0.5319148936170213,0.2757352941176471,0.36319612590799033,272.0
144,0.7764227642276422,0.6920289855072463,0.731800766283525,276.0
145,0.4146341463414634,0.06910569105691057,0.11846689895470384,246.0
146,0.24789915966386555,0.33714285714285713,0.2857142857142857,175.0
147,0.07755946225439504,0.35714285714285715,0.1274426508071368,210.0
148,0.625,0.021739130434782608,0.04201680672268907,230.0
149,0.3125,0.12953367875647667,0.18315018315018314,193.0
150,0.6666666666666666,0.040268456375838924,0.07594936708860758,149.0
151,0.6,0.02631578947368421,0.050420168067226885,114.0
152,0.0,0.0,0.0,37.0
153,0.10714285714285714,0.028846153846153848,0.045454545454545456,104.0
154,0.18461538461538463,0.1411764705882353,0.16,85.0
155,0.16165413533834586,0.455026455026455,0.23855755894590847,189.0
156,0.36538461538461536,0.41081081081081083,0.38676844783715014,185.0
157,0.3333333333333333,0.02564102564102564,0.047619047619047616,39.0
158,0.2553191489361702,0.09090909090909091,0.1340782122905028,132.0
159,0.0,0.0,0.0,48.0
160,0.3023255813953488,0.203125,0.24299065420560748,64.0
161,0.3333333333333333,0.11711711711711711,0.17333333333333334,111.0
162,0.21875,0.33816425120772947,0.26565464895635676,207.0
163,0.35864978902953587,0.3281853281853282,0.34274193548387094,259.0
164,0.20512820512820512,0.07079646017699115,0.10526315789473684,113.0
165,0.7,0.0707070707070707,0.12844036697247704,99.0
166,0.42857142857142855,0.09090909090909091,0.15000000000000002,99.0
167,0.5531914893617021,0.25,0.3443708609271523,208.0
168,0.47058823529411764,0.14545454545454545,0.22222222222222227,110.0
169,0.4076923076923077,0.31736526946107785,0.3569023569023569,167.0
170,0.35714285714285715,0.05319148936170213,0.09259259259259259,94.0
171,0.3412698412698413,0.581081081081081,0.43,148.0
172,0.5714285714285714,0.09302325581395349,0.16,129.0
173,0.4090909090909091,0.135678391959799,0.2037735849056604,199.0
174,0.449438202247191,0.3389830508474576,0.3864734299516908,118.0
175,0.20930232558139536,0.27835051546391754,0.23893805309734512,97.0
176,0.5594405594405595,0.3389830508474576,0.4221635883905013,236.0
177,0.29411764705882354,0.046296296296296294,0.08,108.0
178,0.6446280991735537,0.43820224719101125,0.5217391304347826,178.0
179,0.48148148148148145,0.6046511627906976,0.5360824742268042,172.0
180,0.25862068965517243,0.1111111111111111,0.15544041450777202,135.0
181,0.2631578947368421,0.06097560975609756,0.09900990099009901,82.0
182,0.18803418803418803,0.24444444444444444,0.21256038647342992,90.0
183,0.391025641025641,0.4066666666666667,0.3986928104575163,150.0
184,0.6108108108108108,0.6277777777777778,0.6191780821917808,180.0
185,0.19444444444444445,0.12727272727272726,0.15384615384615383,55.0
186,0.06825938566552901,0.12578616352201258,0.08849557522123895,159.0
187,0.26506024096385544,0.2716049382716049,0.2682926829268293,81.0
188,0.4,0.038461538461538464,0.07017543859649124,52.0
189,0.6666666666666666,0.21875,0.32941176470588235,192.0
190,0.4178082191780822,0.3160621761658031,0.359882005899705,193.0
191,0.4375,0.23728813559322035,0.30769230769230765,177.0
192,0.05179282868525897,0.10483870967741936,0.06933333333333334,124.0
193,0.18181818181818182,0.04878048780487805,0.07692307692307693,41.0
194,0.7945205479452054,0.25217391304347825,0.3828382838283828,230.0
195,0.0,0.0,0.0,136.0
196,0.27884615384615385,0.25,0.2636363636363636,116.0
197,0.3333333333333333,0.25903614457831325,0.2915254237288135,166.0
198,0.17647058823529413,0.07003891050583658,0.10027855153203342,257.0
199,0.7222222222222222,0.09219858156028368,0.16352201257861634,141.0
200,0.33766233766233766,0.14606741573033707,0.20392156862745095,178.0
201,0.09363295880149813,0.15723270440251572,0.11737089201877936,159.0
202,0.11206896551724138,0.3170731707317073,0.1656050955414013,41.0
203,0.3076923076923077,0.018957345971563982,0.03571428571428572,211.0
204,0.34615384615384615,0.18828451882845187,0.24390243902439027,239.0
205,0.1601123595505618,0.30978260869565216,0.2111111111111111,184.0
206,0.4,0.024096385542168676,0.045454545454545456,83.0
207,0.12087912087912088,0.1,0.10945273631840796,110.0
208,0.39,0.5223214285714286,0.44656488549618323,224.0
209,0.50199203187251,0.3987341772151899,0.4444444444444445,316.0
210,0.1978021978021978,0.1005586592178771,0.13333333333333336,179.0
211,0.024242424242424242,0.06557377049180328,0.035398230088495575,61.0
212,0.35714285714285715,0.062111801242236024,0.10582010582010581,161.0
213,0.1896551724137931,0.3188405797101449,0.23783783783783785,69.0
214,0.43617021276595747,0.26282051282051283,0.32800000000000007,156.0
215,1.0,0.012658227848101266,0.024999999999999998,158.0
216,0.375,0.057692307692307696,0.09999999999999999,52.0
217,0.42857142857142855,0.07894736842105263,0.13333333333333333,76.0
218,0.6353591160220995,0.3662420382165605,0.46464646464646464,314.0
219,0.09302325581395349,0.0392156862745098,0.05517241379310345,102.0
220,0.5882352941176471,0.33653846153846156,0.42813455657492355,208.0
221,0.7222222222222222,0.08496732026143791,0.15204678362573099,153.0
222,0.1935483870967742,0.22641509433962265,0.20869565217391306,53.0
223,0.6,0.26548672566371684,0.36809815950920244,113.0
224,0.17670682730923695,0.25287356321839083,0.20803782505910168,174.0
225,0.5405405405405406,0.10152284263959391,0.17094017094017094,197.0
226,0.6666666666666666,0.013333333333333334,0.026143790849673203,150.0
227,0.058823529411764705,0.0364963503649635,0.04504504504504504,137.0
228,0.0821917808219178,0.125,0.09917355371900827,144.0
229,0.2692307692307692,0.06140350877192982,0.09999999999999999,114.0
230,0.7241379310344828,0.7,0.711864406779661,330.0
231,0.3888888888888889,0.04375,0.07865168539325841,160.0
232,0.11351351351351352,0.06976744186046512,0.08641975308641975,301.0
233,0.36363636363636365,0.22988505747126436,0.2816901408450704,87.0
234,0.09230769230769231,0.04743083003952569,0.06266318537859007,253.0
235,0.5,0.0635593220338983,0.11278195488721802,236.0
236,0.03466204506065858,0.0711743772241993,0.04662004662004662,281.0
237,0.25,0.011904761904761904,0.022727272727272724,84.0
238,0.5,0.18571428571428572,0.2708333333333333,140.0
239,0.4,0.026490066225165563,0.049689440993788817,151.0
240,0.28,0.6542056074766355,0.39215686274509803,214.0
241,0.27586206896551724,0.16783216783216784,0.20869565217391306,143.0
242,0.27419354838709675,0.17894736842105263,0.21656050955414013,95.0
243,0.5562913907284768,0.4772727272727273,0.5137614678899083,176.0
244,0.1717171717171717,0.15315315315315314,0.16190476190476188,111.0
245,0.28921568627450983,0.3430232558139535,0.31382978723404253,172.0
246,0.4166666666666667,0.04878048780487805,0.08733624454148473,205.0
247,0.09278350515463918,0.0743801652892562,0.08256880733944955,121.0
248,0.75,0.05217391304347826,0.09756097560975609,230.0
249,0.525,0.1242603550295858,0.20095693779904306,169.0
250,1.0,0.011111111111111112,0.02197802197802198,90.0
251,0.5,0.012903225806451613,0.025157232704402514,155.0
252,0.1609870740305523,0.6372093023255814,0.2570356472795497,215.0
253,0.0,0.0,0.0,125.0
254,0.07563025210084033,0.10465116279069768,0.08780487804878048,86.0
255,0.18098159509202455,0.29949238578680204,0.22562141491395793,197.0
256,0.10947368421052632,0.19117647058823528,0.1392235609103079,272.0
257,0.14615384615384616,0.2235294117647059,0.17674418604651163,85.0
258,0.42857142857142855,0.10285714285714286,0.16589861751152074,175.0
259,0.19902912621359223,0.23163841807909605,0.21409921671018278,177.0
260,0.5909090909090909,0.17687074829931973,0.27225130890052357,147.0
261,0.6140350877192983,0.20114942528735633,0.30303030303030304,174.0
262,0.21348314606741572,0.16964285714285715,0.1890547263681592,112.0
263,0.25272727272727274,0.49642857142857144,0.3349397590361446,280.0
264,0.21428571428571427,0.05714285714285714,0.09022556390977444,105.0
265,0.6111111111111112,0.11458333333333333,0.19298245614035087,192.0
266,0.25,0.047619047619047616,0.08,84.0
267,0.34782608695652173,0.0963855421686747,0.15094339622641512,83.0
268,0.125,0.5638297872340425,0.20463320463320464,94.0
269,0.5877551020408164,0.4675324675324675,0.5207956600361663,308.0
270,0.22981366459627328,0.18316831683168316,0.20385674931129477,202.0
271,0.2888086642599278,0.47904191616766467,0.36036036036036034,334.0
272,0.29411764705882354,0.11695906432748537,0.16736401673640167,171.0
273,0.5306122448979592,0.3880597014925373,0.4482758620689655,134.0
274,0.5238095238095238,0.09016393442622951,0.15384615384615385,122.0
275,0.5,0.0072992700729927005,0.014388489208633093,137.0
276,0.45454545454545453,0.050505050505050504,0.0909090909090909,99.0
277,0.3333333333333333,0.01639344262295082,0.03125,244.0
278,0.17777777777777778,0.24427480916030533,0.2057877813504823,131.0
279,0.25,0.05434782608695652,0.08928571428571427,92.0
280,0.4642857142857143,0.08280254777070063,0.14054054054054055,157.0
281,0.3706896551724138,0.25748502994011974,0.30388692579505294,167.0
282,0.2222222222222222,0.024691358024691357,0.044444444444444446,162.0
283,0.0,0.0,0.0,111.0
284,0.1276595744680851,0.04,0.06091370558375634,150.0
285,0.21226415094339623,0.37656903765690375,0.27149321266968324,239.0
286,0.7114093959731543,0.5326633165829145,0.6091954022988506,199.0
287,0.2897727272727273,0.4396551724137931,0.3493150684931507,116.0
288,0.8114285714285714,0.8765432098765432,0.8427299703264095,324.0
289,1.0,0.007575757575757576,0.015037593984962407,132.0
290,0.0,0.0,0.0,30.0
291,0.5549348230912476,0.7883597883597884,0.6513661202185792,378.0
292,0.321656050955414,0.48792270531400966,0.38771593090211137,207.0
293,0.45495495495495497,0.6234567901234568,0.5260416666666666,162.0
294,1.0,0.021739130434782608,0.042553191489361694,46.0
295,0.32947976878612717,0.5181818181818182,0.40282685512367494,110.0
296,0.6666666666666666,0.06153846153846154,0.11267605633802817,65.0
297,0.311046511627907,0.601123595505618,0.4099616858237548,178.0
298,0.18471337579617833,0.19463087248322147,0.1895424836601307,149.0
299,0.5121951219512195,0.22340425531914893,0.3111111111111111,188.0
300,0.47619047619047616,0.15810276679841898,0.23738872403560835,253.0
301,0.42857142857142855,0.01910828025477707,0.036585365853658534,157.0
302,0.3493975903614458,0.1657142857142857,0.22480620155038758,175.0
303,0.44776119402985076,0.11152416356877323,0.17857142857142858,269.0
304,0.42105263157894735,0.07174887892376682,0.12260536398467434,223.0
305,1.0,0.023809523809523808,0.046511627906976744,42.0
306,0.4,0.0970873786407767,0.15625,103.0
307,0.782608695652174,0.8059701492537313,0.7941176470588236,134.0
308,0.4117647058823529,0.051094890510948905,0.09090909090909091,137.0
309,0.5,0.02962962962962963,0.055944055944055944,135.0
310,0.5263157894736842,0.5533596837944664,0.5394990366088632,253.0
311,0.5045871559633027,0.5045871559633027,0.5045871559633027,218.0
312,0.4642857142857143,0.5909090909090909,0.52,110.0
313,0.43333333333333335,0.11206896551724138,0.17808219178082194,116.0
314,0.15625,0.053763440860215055,0.07999999999999999,93.0
315,0.21787709497206703,0.2765957446808511,0.24375000000000002,141.0
316,0.29577464788732394,0.1242603550295858,0.175,169.0
317,0.2465437788018433,0.43673469387755104,0.31516936671575846,245.0
318,0.18994413407821228,0.23129251700680273,0.2085889570552147,147.0
319,0.336734693877551,0.21428571428571427,0.2619047619047619,154.0
320,0.36666666666666664,0.09734513274336283,0.15384615384615385,113.0
321,0.6099706744868035,0.6910299003322259,0.64797507788162,301.0
322,0.2532467532467532,0.22285714285714286,0.2370820668693009,175.0
323,0.7090909090909091,0.18660287081339713,0.29545454545454547,209.0
324,0.8,0.029850746268656716,0.05755395683453237,134.0
325,0.3333333333333333,0.010416666666666666,0.0202020202020202,96.0
326,0.9272727272727272,0.5645756457564576,0.701834862385321,271.0
327,0.3125,0.1497005988023952,0.20242914979757085,167.0
328,0.2153846153846154,0.358974358974359,0.2692307692307693,117.0
329,0.41935483870967744,0.10833333333333334,0.17218543046357615,120.0
330,0.8208955223880597,0.6297709923664122,0.7127429805615552,262.0
331,0.8792270531400966,0.6408450704225352,0.7413441955193482,284.0
332,0.535031847133758,0.6666666666666666,0.5936395759717314,126.0
333,0.3950617283950617,0.3316062176165803,0.3605633802816901,193.0
334,0.375,0.043478260869565216,0.07792207792207792,69.0
335,0.16666666666666666,0.11627906976744186,0.136986301369863,43.0
336,0.3472222222222222,0.2358490566037736,0.28089887640449446,106.0
337,0.130879345603272,0.46715328467153283,0.20447284345047925,137.0
338,0.25,0.021739130434782608,0.04,138.0
339,0.6956521739130435,0.05818181818181818,0.10738255033557047,275.0
340,0.4473684210526316,0.2537313432835821,0.3238095238095238,134.0
341,0.40789473684210525,0.20666666666666667,0.2743362831858407,150.0
342,0.17777777777777778,0.11594202898550725,0.14035087719298248,69.0
343,0.5,0.09090909090909091,0.15384615384615385,44.0
344,0.2807017543859649,0.15841584158415842,0.20253164556962022,101.0
345,0.3769230769230769,0.296969696969697,0.33220338983050846,165.0
346,0.2916666666666667,0.05343511450381679,0.0903225806451613,131.0
347,0.2857142857142857,0.12598425196850394,0.17486338797814208,127.0
348,0.22268907563025211,0.292817679558011,0.2529832935560859,181.0
349,0.5925925925925926,0.3282051282051282,0.42244224422442245,195.0
350,0.2,0.1415525114155251,0.1657754010695187,219.0
351,0.32432432432432434,0.1782178217821782,0.23003194888178918,202.0
352,0.5263157894736842,0.0546448087431694,0.09900990099009901,183.0
